0,0
1,18.1
2,54.8
3,93.7
4,137.2
5,187.5
6,246.7
7,317.3
8,401.4
9,501.4
10,619.4
11,757.7
12,918.6
13,1104.4
14,1317.2
15,1559.5
16,1833.3
17,2141
18,2484.9
19,2867.1
20,3290
21,3755.8
22,4266.8
23,4825.2
24,5433.3
